Time (s),Velocity (m/s),Force (N)
5.378,,-0.002
5.38,-0.01,-0.007
5.382,,-0.004
5.384,,-0.002
5.386,,-0.004
5.388,,-0.002
5.39,,-0.002
5.392,,-0.002
5.394,,-0.005
5.396,,-0.004
5.398,,-0.004
5.4,0,1.28E-15
5.402,,1.28E-15
5.404,,0.004
5.406,,-0.007
5.408,,-0.002
5.41,,-0.009
5.412,,-0.004
5.414,,-0.004
5.416,,-0.004
5.418,,-0.004
5.42,0.01,1.28E-15
5.422,,-0.004
5.424,,0.002
5.426,,0.002
5.428,,-0.004
5.43,,-0.005
5.432,,-0.005
5.434,,-0.004
5.436,,-0.002
5.438,,-0.007
5.44,0.01,0.002
5.442,,-0.002
5.444,,0.007
5.446,,0.002
5.448,,-0.002
5.45,,1.28E-15
5.452,,-0.002
5.454,,-0.005
5.456,,-0.005
5.458,,-0.002
5.46,0,-0.007
5.462,,1.28E-15
5.464,,0.004
5.466,,-0.005
5.468,,0.004
5.47,,-0.002
5.472,,-0.005
5.474,,-0.005
5.476,,-0.005
5.478,,1.28E-15
5.48,-0.01,-0.004
5.482,,-0.005
5.484,,1.28E-15
5.486,,-0.007
5.488,,0.004
5.49,,1.28E-15
5.492,,-0.005
5.494,,-0.004
5.496,,0.005
5.498,,-0.004
5.5,0,0.002
5.502,,-0.007
5.504,,-0.005
5.506,,-0.004
5.508,,1.28E-15
5.51,,-0.004
5.512,,1.28E-15
5.514,,1.28E-15
5.516,,-0.004
5.518,,-0.002
5.52,0,-0.007
5.522,,-0.002
5.524,,1.28E-15
5.526,,-0.004
5.528,,0.002
5.53,,-0.004
5.532,,-0.002
5.534,,-0.002
5.536,,-0.007
5.538,,-0.002
5.54,-0.01,-0.005
5.542,,0.002
5.544,,0.005
5.546,,1.28E-15
5.548,,0.002
5.55,,-0.004
5.552,,-0.004
5.554,,-0.004
5.556,,-0.002
5.558,,-0.004
5.56,-0.01,-0.007
5.562,,0.002
5.564,,1.28E-15
5.566,,-0.005
5.568,,-0.002
5.57,,-0.005
5.572,,-0.007
5.574,,-0.004
5.576,,-0.002
5.578,,-0.005
5.58,-0.01,-0.002
5.582,,-0.005
5.584,,1.28E-15
5.586,,0.002
5.588,,-0.002
5.59,,-0.004
5.592,,1.28E-15
5.594,,-0.005
5.596,,-0.004
5.598,,-0.002
5.6,,-0.004
5.602,,1.28E-15
5.604,,0.005
5.606,,-0.004
5.608,,-0.007
5.61,,1.28E-15
5.612,,0.002
5.614,,1.28E-15
5.616,,0.004
5.618,,-0.004
5.62,,-0.002
5.622,,-0.004
5.624,,1.28E-15
5.626,,0.002
5.628,,-0.005
5.63,,-0.002
5.632,,-0.002
5.634,,-0.004
5.636,,-0.002
5.638,,0.002
5.64,,-0.004
